gene_id,"(MEAN) Mated females (Rogers et al., 2009) virgin 0h","(MEAN) Mated females (Rogers et al., 2009) mated 2h","(MEAN) Mated females (Rogers et al., 2009) mated 6h","(MEAN) Mated females (Rogers et al., 2009) mated 24h"
AGAP006085,83.78442205203967,83.08407832629504,86.27774871671811,92.99513389650795
AGAP010485,32.78956985576489,36.4361859960822,37.97242035793954,32.80491400249931
AGAP029072,,,,
AGAP009215,,,,
AGAP012317,49.859969147433496,50.990856457861724,45.018208070629015,54.546572848118
AGAP006090,754.6010581689976,744.9690121374645,871.5885422878148,609.9821604583274
AGAP028605,,,,
AGAP006092,329.68402363212925,298.06852385004487,260.0778940661535,257.5704424581072
AGAP006093,17.83612038298002,16.178881939756664,17.419241901284455,20.59691722675072
AGAP009574,29.583070890019325,29.510363429205288,27.60753179782701,30.06868657358879
AGAP006095,33.52173569488006,34.93682787215659,35.28321182367694,36.94217009564468
AGAP013210,44.10315743963893,46.509174006306445,43.058566285620046,51.43398760360772
AGAP029488,78.44312840749379,75.52539572258503,69.65572226683383,74.66541931267135
AGAP006098,441.60727839165946,357.2540779181879,515.5623458720695,415.2836388400463
AGAP006099,3255.583034589518,3295.389317393929,2773.7078813871203,2842.543732902674
AGAP006100,194.9742868353274,202.66360304785132,223.64449039974795,195.43523013908663
AGAP006101,228.50746380647814,203.66628097415156,197.46821995659127,231.04844600899725
AGAP006102,910.9669849897443,1026.7625457429112,830.009096175615,907.6043962993829
AGAP006103,2084.3041334257296,2281.0775506643545,1667.3792832055553,2719.3884274473658
AGAP006104,194.3145148844458,197.5147607307194,198.07412804044094,192.9232676590586
AGAP010432,363.34724418832405,351.79142817556726,414.353061349631,331.5929944090116
AGAP028076,,,,
AGAP006108,,,,
AGAP002738,231.4031952007578,281.74636986082584,219.13458546002983,245.01054390654738
AGAP008882,105.83917727693559,107.13590822172132,125.62385111062865,105.14902525954372
AGAP029117,,,,
AGAP011104,141.9988045606616,155.93165384112172,149.53921100096426,152.07192479094303
AGAP003312,53.51958325620463,46.94615065571348,48.475815210192735,59.217771232591865
AGAP012257,17.34851159672328,16.832762603529947,16.61560183692975,14.872719619159655
AGAP006117,211.61966330626566,212.40441958933005,270.4553302873341,232.2481758422872
AGAP008871,121.32097153854255,133.82342758766674,118.97600245280965,127.37162012688916
AGAP006119,92.48515975170478,84.4688015506218,150.52525633322682,86.75549925578066
AGAP008944,72.77041257303746,71.40880315103686,74.51867442381455,72.79125655696126
AGAP006121,123.93715832895595,127.79994879305457,118.43377443578962,118.49096534356093
AGAP000552,109.2349007968724,101.89386587265605,109.68431439220892,124.79906419709938
AGAP002752,187.80803929893688,187.46034880326752,202.8971769800743,192.7285649568121
AGAP002560,50.71040329663192,55.52426510875201,54.29220673360343,47.13717476352929
AGAP028005,,,,
AGAP006125,351.7618185621384,344.1077291022434,381.05977663131875,352.1094636920667
AGAP006126,1074.3513081032306,1183.3820322265365,1228.0895433278963,1062.5854589310704
AGAP028122,,,,
AGAP006127,,,,
AGAP006128,231.12054647710724,205.89046548591955,192.49210591584486,212.53550665411908
AGAP006130,894.571062060066,830.8052271828741,1015.1543200698278,807.4981223881945
AGAP013730,110.18393517617957,98.45027070883226,97.39574226683094,108.18299557533375
AGAP005363,,,,
AGAP006131,129.56974195924175,110.89111016341649,124.73105044778569,101.30886212033396
AGAP006132,57.628279883418756,65.16053707607611,58.09317301282755,69.26220950632774
AGAP002707,,,,
AGAP006134,15.172269489755545,13.843274907337307,14.449756757908757,14.196991923919422
AGAP013047,63.738806234981915,61.43874135748883,58.549026946765586,61.28902053360199
AGAP005017,,,,
AGAP006138,159.85830221812043,157.5679124267371,152.01852181905207,150.76697651744033
AGAP006139,120.04071317017572,92.50428462545705,96.94020733362382,115.97700866897732
AGAP010042,247.60128145795932,269.8804463927679,224.4546483699091,138.4815557095679
AGAP006141,274.8013139256124,248.7566944087064,241.9410545101728,281.51826604244803
AGAP011183,248.0633533586875,284.5516164945235,207.71190192774003,274.88290384877257
AGAP006143,12.508223127869043,12.884845338554994,12.887048676036418,12.628458216689664
AGAP007993,51.572496088996,52.68851516367408,49.94494454837042,50.380029788826505
AGAP004609,374.4060680915205,360.7077879255628,477.7647675863143,417.1386594931161
AGAP006144,21.099180878823297,20.30022095216253,18.78618175188399,19.851187568839393
AGAP006145,236.3285296218472,253.44283143100387,241.0970101618439,266.7806227688599
AGAP027982,107.50052833134133,111.3195615282728,118.10529924654526,123.64041949856747
AGAP006146,72.38907333035355,80.94499924775893,74.69466467010926,76.64978701534744
AGAP006147,30.273005799291543,30.063409835837465,30.27762215523813,37.30861290100666
AGAP006148,37.0167143921529,42.48936745202914,38.18921227948085,37.92787522766357
AGAP006149,83.85122857660122,84.16412414086822,81.08163911775817,92.51508310180337
AGAP006150,104.54896662533889,112.9363777609833,108.07232635246814,117.31090747364333
AGAP006151,42.7946944541181,44.85841291980109,49.087768838690934,47.399887207955736
AGAP008349,99.76002482046596,84.62194748085604,93.39261625928395,93.5563289576294
AGAP029214,,,,
AGAP000349,99.79737317983532,104.92999852857925,98.71563029158318,102.51893795541824
AGAP000458,70.46426687754501,70.49373840820937,65.64621872481824,75.06975752537028
AGAP006157,,,,
AGAP011787,122.45686192472353,71.23462134349928,78.14544680492125,94.92481302277277
AGAP003023,213.5285345815351,177.74518493960014,177.1474323071674,212.87213855764233
AGAP006160,80.15093399380875,77.41100387041563,83.68777633058693,83.16781184918173
AGAP006161,163.36384563655267,181.78592371682052,207.67398628232257,173.46170486579658
AGAP006162,85.4571911228446,86.69198025776488,86.76150195195994,86.6973863902232
AGAP006163,46.72571910540569,43.415147434000566,53.77299687586464,51.31054122201539
AGAP000555,144.05540813348128,158.53712171554346,134.70937692625046,166.31409246972754
AGAP009785,98.83327840349845,86.37509199789703,91.71696560584698,92.7526621580994
AGAP008428,98.78465035099804,97.19902835735608,117.41965266553642,104.86891945244061
AGAP006167,17.13459275478358,17.644132799602378,16.997844165300336,18.118604867048294
AGAP028409,45.65971805644395,50.87118059921489,50.87576539851094,48.326862320911054
AGAP009547,145.5292205366882,155.05074266607568,196.06842264007685,150.82534017176386
AGAP000143,352.1351066883923,391.6940076252059,377.8552906445493,357.85300370342514
AGAP029307,29.41887100758976,30.237286237588318,26.07960363235473,29.937460868937375
AGAP008813,128.09986073364163,122.69959008282795,128.62909911360393,136.61794639177685
AGAP009034,181.4653204281988,175.72065463652888,189.07392498442147,177.0782586210129
AGAP011955,,,,
AGAP011823,44.2386387336486,42.57752097684286,42.737479602945754,48.36439195166218
AGAP006174,12.192778146761285,13.561266477810678,11.403989113120911,12.531293208976074
AGAP006175,114.97409359766489,111.55411937905346,139.0355556292246,104.41582909011062
AGAP006177,1756.02784955474,1575.9795728470494,1373.1114664436018,1898.4859147325774
AGAP006178,165.69370823738578,187.91157101772038,165.21528126892198,149.42868720696563
AGAP006179,2381.2030631386156,2619.392518869947,2323.686861699068,2008.7515335975017
AGAP006180,42.15567661181771,50.86412486097087,44.97994971020454,51.310659940649536
AGAP006181,2302.443565581532,2260.093056991486,2031.9744267999597,2314.096464548666
AGAP006182,,,,
AGAP011178,286.34083595493775,239.56666498738582,297.0557847349255,241.77980361716448
AGAP004188,64.21195599635396,64.09144699979964,55.966052600722634,80.38141276616624
AGAP006186,4222.260512369216,4549.313023872917,3898.309850590637,3781.4754044408414
AGAP006187,48.72566803380164,52.55088833486245,56.13959002135339,51.82500728426147
AGAP010865,168.23569614724008,203.28923762770617,161.55147135433356,168.38307684562596
AGAP006191,449.60203895446824,516.3993616409537,401.71544934234686,441.9839166114914
AGAP000222,40.52524430802381,44.9946830366681,41.2941815318718,44.11037067978141
AGAP006193,492.0342836419913,517.6715776091952,469.696980867081,505.53601397959466
AGAP006194,3549.868850352003,3690.66890017028,2705.726235601352,4212.127611853747
AGAP006195,1209.6720909895587,1320.0101704460285,1340.1081137211556,1115.6408187316142
AGAP006196,31.125823281120002,33.96860302964213,27.15658202932617,34.43053205658901
AGAP006197,45.958345092292,49.51327308536883,42.63599540774736,39.57579781310843
AGAP006198,16.482464066224875,17.242973747651305,15.815787135702088,17.456268519977588
AGAP006199,,,,
AGAP006200,20.046659759622955,22.755711271842536,24.585176425566623,23.63768317578664
AGAP006201,10.434466440355406,10.173329269214543,11.368053498693836,10.328102596158123
AGAP006202,,,,
AGAP005173,103.63841308660545,102.65832000195245,104.31118564149156,108.13453260635043
AGAP006204,693.1025105749387,598.405670474192,700.2856483637692,655.2477262062247
AGAP011954,45.977465760831784,49.17063454207893,41.29132182654256,48.54755133456464
AGAP010935,229.48799961715858,235.64642302066744,235.2656373152181,223.80006917254676
AGAP009132,86.12678217961654,97.23182390207221,95.93109888820922,93.9937723719773
AGAP001947,32.150519272031765,22.74729914718823,27.043252006950315,32.48368326008693
AGAP002986,99.4586505674682,107.5658776151012,94.00050374211376,107.91711594022796
AGAP012044,164.9494335097589,148.5217069528332,187.0542860379124,149.0001460920259
AGAP006209,520.0024570914005,514.1753184276946,529.1477043743306,477.97788826187775
AGAP006210,39.41000810321014,41.583044650524045,37.34914285191235,36.29888413847347
AGAP009200,141.65411786113415,158.2098630224193,139.0810190834341,148.0353077099205
AGAP011776,128.78419966026433,131.32904830644637,123.38889469575001,127.71748494086737
AGAP006214,,,,
AGAP010706,24.057584883809696,27.751108384255186,24.850906403459508,24.49564669933552
AGAP028195,,,,
AGAP006216,115.92113970212911,109.3401890608022,105.87928571391754,137.94506664325934
AGAP010060,193.60267296271448,164.83018943825815,228.9692546414427,177.5268352445104
AGAP028206,41.78563459482229,36.4926302619132,41.75383323461329,40.08915209502027
AGAP008437,,,,
AGAP003730,,,,
AGAP009471,47.603638880073056,50.150303442142906,47.426120225227976,33.627195724922615
AGAP009199,82.51961155947197,89.57184580741834,89.42708524446866,87.81284127526693
AGAP013230,21.087701852311962,21.73035832390978,20.995572638175116,20.86615967307282
AGAP006402,29.578048000685584,32.34603021639459,28.691272021648874,34.91233509548962
AGAP006225,332.0024477673652,342.62979308905557,239.09497261720338,356.7129775198193
AGAP006226,20.729343316248276,22.888378398720455,20.401429453678453,22.276362166601384
AGAP000868,107.94255064622077,105.7489743781829,106.68004564058728,126.7384077014724
AGAP006228,300.8269467850155,306.07052566376717,345.5594493302182,353.008742737105
AGAP006229,150.68583148411616,157.9159762702377,175.46345677406086,150.75618010377354
AGAP029689,,,,
AGAP005745,41.45085962147702,43.860790021888256,48.315916803651504,47.157650935057525
AGAP006232,132.78329780907376,133.16920272685962,152.9687802724756,133.92208454378044
AGAP006234,182.9829170241217,193.3346904023503,192.58079443084407,195.59965033175848
AGAP006235,55.988359207593504,50.214021781391494,51.5064666041475,56.65730444943008
AGAP006236,44.29002722705968,43.05194908729179,47.528249467109994,41.617638823858655
AGAP010713,242.67554824147362,236.36481494840945,257.2537626103024,225.82476981365556
AGAP006238,499.33792392197705,426.7596281128105,557.8409970125003,513.6807916590857
AGAP006239,127.42415597438946,144.60029496809997,161.37015228412736,127.27836367511709
AGAP011659,19.327392922255463,17.92030487737179,18.583024911020168,19.677249503909913
AGAP006241,695.8440868552497,569.9086153717391,730.8798041516206,691.0500697241062
AGAP006242,14.464003551566782,14.203946929522601,12.965806252966882,14.282434791563489
AGAP001929,116.80068313961868,108.28177613388412,137.02924651038393,126.82833421185764
AGAP005736,151.06913994878724,147.8082788573547,149.6221534456414,170.057657597206
AGAP006244,218.03108990979518,228.86528328968154,233.50558166820494,256.37732609169416
AGAP006245,129.80345679270832,134.9277506215837,142.944704108512,168.79675719031755
AGAP006246,434.02816048849394,341.19353802010374,371.18465459343923,405.71044670809187
AGAP006247,272.446646328609,260.1223679699552,311.39171158130495,237.77390863775435
AGAP006248,389.77835351699537,378.2571442330585,476.5696228405703,413.3156326728279
AGAP006249,75.0614377393841,68.20110849862287,84.83120958774768,75.06039576936462
AGAP006250,41.61422761521334,42.65422024579723,53.6489013903442,40.93047016826888
AGAP006251,184.9690357245586,155.22083106942577,202.3311996953606,185.55738631378483
AGAP006252,,,,
AGAP006253,,,,
AGAP006254,181.68525656961214,148.56357775328317,129.05166797845024,154.83202060899475
AGAP006255,,,,
AGAP006256,45.318871422306316,50.67211111692219,45.06686250726085,52.874187211315345
AGAP006258,60.33633409465552,55.46670094053638,54.54455967992636,81.74129360834559
AGAP006259,5375.191095179756,6043.910493835212,5332.7601630573945,6024.670773145267
AGAP006260,1061.1771348705713,990.690231794594,843.8640825977083,981.5832027473297
AGAP006261,70.89120987046932,80.42358646500045,65.46339936147238,76.94611778503074
AGAP006262,37.21881246068941,43.113763497514505,38.91083519465872,37.17721361413988
AGAP006263,7659.052912453471,6900.410720493978,6607.551641520977,8224.999808955145
AGAP006264,287.8643104966062,289.5512847682548,310.2828676381681,308.9650838238297
AGAP006265,35.10245092850709,39.63372587510634,38.69629429815833,39.087896296009795
AGAP006266,68.96488162669387,70.90571503705591,70.36080062494244,66.1946755206445
AGAP002570,77.94151752457621,84.33269237374331,86.46054199688194,79.17684507694977
AGAP006268,107.7452234424747,119.22779629656472,104.02573012275187,119.58533222777062
AGAP004117,39.952530752837006,38.22276006621632,42.28497976114334,45.40576252555818
AGAP012252,222.53085492253823,168.79975127236762,228.0151003304235,225.83417040660225
AGAP011900,168.0189486994527,171.32121955277097,177.73533508680265,172.89151903597988
AGAP006271,,,,
AGAP006272,72.33515241401524,71.69728840259619,88.65151506175012,70.38892993588331
AGAP006273,46.34638684799476,44.42633954489883,46.2982790802964,53.52013900847166
AGAP028500,24.7443153715709,30.050769939379197,27.933991547502234,29.485628620658122
AGAP006275,7235.36644235651,7328.659038390269,6290.679387943778,9952.891493508145
AGAP006278,2227.484395906832,2323.5258498977446,2165.6731078187836,2255.346603924961
AGAP006279,208.69031882691138,211.68472145520352,210.24436289400188,220.9041550820827
AGAP006280,39.215578777298965,36.51932804778226,39.63853591071283,38.81614546436018
AGAP006283,129.97542694630798,132.13831419618288,130.5790811022787,94.50824637801279
AGAP006321,13.003922202854593,14.730181380130452,14.903954821179955,15.695727265538899
AGAP006323,147.50907858447727,137.25295357543615,167.09675679848704,150.37942292345556
AGAP006324,52.200983961759874,52.236871846855145,49.922328586628495,54.39466509296468
AGAP006325,41.19193515432447,41.258421634239184,41.54952290091348,50.639571711894256
AGAP006327,987.3584563886309,1018.629381553396,1072.206320962741,865.8259910879124
AGAP002299,70.53561611655817,75.23749966029237,69.5034799779324,76.18561544319938
AGAP006385,1940.0797869537273,1594.6345420043044,6452.608008167133,445.6209958561086
AGAP006330,52.83620534640559,44.62385733512934,52.27212207450559,52.342947695555935
AGAP006339,102.98390029164499,101.17413224070516,94.28849695185161,129.75472879086539
AGAP006340,68.57639362337713,60.70078509105227,65.76935040838225,73.7867649104811
AGAP007033,384.4867536387893,379.8405468783598,292.05272060854765,359.02655596947653
AGAP007036,,,,
AGAP000195,64.56812146341294,62.62253340446702,59.54698983421381,66.62461555598088
AGAP005811,39.01778825006872,31.72569757845783,37.69548996338925,31.64619522747005
AGAP006344,373.9444014452103,373.49976342874794,383.58258581254233,417.65277890460874
AGAP006346,145.20376707856232,129.6982311734074,130.19918287420523,146.77170453568135
AGAP008748,64.28855380389135,65.31806030803776,63.33890415594884,64.83451365611046
AGAP006348,1549.460132905928,1574.8874673075245,1314.805362217979,1564.804620488836
AGAP006349,88.33021800169392,90.08739727231364,102.41052007999045,83.37270646366086
AGAP009620,133.22628757780544,117.35210498628514,135.14303884393019,144.34493943180092
AGAP007420,72.53448539106704,57.300401151653446,58.64027593277058,74.86537095689798
AGAP006354,132.96244956617696,132.10671000183092,145.0477872793501,130.0407522018716
AGAP006355,103.13981044665498,99.99391436855164,112.76001236513444,98.8296307313906
AGAP009674,153.81100148883462,149.78542046132068,159.7962759007748,146.16661147800085
AGAP006357,116.97853538518727,123.76846264115763,136.76797250811595,116.12004516583468
AGAP006358,113.61346799054326,103.63612949574002,125.28558598735485,98.48144859999987
AGAP011838,154.71775532967925,129.4986645476557,133.71059736937147,153.09463954719854
AGAP009664,38.95205103963949,37.03356949958435,34.48634454032538,41.59855988623141
AGAP006361,120.29101968138266,125.05163577350194,104.31551834439367,121.54077827815067
AGAP006362,30.77634292639128,33.93071725228178,29.862160048712408,37.31955638597696
AGAP006363,49.391304880267036,48.48500212292815,47.303990258414,47.16201013711923
AGAP006364,243.17604478389578,231.6690623763091,227.8333341411197,241.7317809020386
AGAP006365,460.9064097779249,438.0575874273683,494.6851069593674,447.5638945322574
AGAP006366,959.8631188861032,866.1261413299718,746.3662577148423,890.097824371596
AGAP006367,,,,
AGAP006368,31.215702316836385,29.945833123423228,36.900110054132945,31.46777733117169
AGAP006369,56.35786327797332,58.9453787544348,42.71408944387316,54.64509811336145
AGAP006370,117.69968499449894,108.22265673076943,78.30805983356225,120.37130979181315
AGAP008746,146.01066713147887,144.9351059211192,134.337655901933,162.64207723205973
AGAP006372,450.67696947123846,430.86828009740657,494.6245056229,422.89138079473366
AGAP006373,,,,
AGAP006374,36.245121448613745,20.555464039637922,31.383112059736767,44.25453047939059
AGAP006375,,,,
AGAP006376,177.05945270739582,178.72032596274073,127.44697087868316,176.21993119845618
AGAP006377,64.24511520966026,69.50444485638548,70.82597721096946,68.49539629692276
AGAP006378,29.714491306276333,29.527554480788346,28.233382126432545,27.608937053560677
AGAP005033,141.03358625520124,136.63041714372227,139.8169126960844,116.36055794364182
AGAP012258,224.47132857732527,218.1651267485614,248.08087236195558,244.7771479307147
AGAP010803,68.12582317122575,65.9068562220581,80.72050779286967,64.0076861217974
AGAP006381,13.25022515659117,13.826557139078265,12.882255608315289,13.342835651388388
AGAP003048,416.16742700071825,412.19686952915714,501.2649855407656,369.502400307166
AGAP006383,791.9799764350397,752.278646141733,894.1110163431659,837.7814584496548
AGAP007838,46.88144211769299,48.01111815755565,47.45165938250642,55.03687679813805
AGAP012174,120.19993786074134,121.45600584945495,128.93379789003635,127.14153444384915
AGAP009883,910.2569873760812,858.4221426018772,837.9690346612462,889.4604370347517
AGAP006387,45.69850427101609,43.4864272535962,43.292546519925004,47.660871137589844
AGAP006388,27.395271663548737,26.532370850950908,26.284311101767425,28.760365176739818
AGAP006389,2255.7633522440497,2263.333382890985,2151.0617274727106,2281.552316275755
AGAP006390,281.294995350454,240.09861313040395,239.17395820463355,259.0367667173116
AGAP006391,238.24879563500764,250.2211502495614,254.19998975979516,239.06792103937883
AGAP005619,41.8270671544891,34.471687454966755,33.750491013115926,40.56808772185496
AGAP006393,225.79035137671715,216.70272124997405,255.81372251619734,268.2597436788152
AGAP007655,126.71645260606378,116.78084839381688,110.72930184956569,123.9335808823125
AGAP006395,25.914810463081405,32.08387629331135,34.27971519278823,27.015212236947658
AGAP006396,,,,
AGAP006398,997.2063656133868,983.8288129414055,680.618320853089,1362.7599040658074
AGAP006399,31.264856772103137,34.740661531768424,31.074804094866014,35.72420514631825
AGAP006400,274.72316858695626,297.3696102140531,102.98876787068838,560.1943528936168
AGAP028209,54.45130864580881,50.37817039660131,43.5796693110428,44.10876017216012
AGAP007658,64.9476287293864,53.74120454911985,62.88439028441788,63.74041433251411
AGAP011652,70.99964869042718,71.37927540170044,74.0903257167743,76.85993429624526
AGAP006404,267.34517755118844,245.56764715513455,293.0595257626095,263.617056113135
AGAP006448,151.5864989094143,137.56328027026908,120.56842850771322,152.4936164586798
AGAP006406,,,,
AGAP008864,58.06089576660967,59.451723002973644,57.81665601950519,60.89407552903305
AGAP006408,67.59431476317812,63.43776492579726,62.99213895691558,69.01637007873113
AGAP028075,,,,
AGAP006410,571.6268310132252,675.4506343104532,554.3154103990162,587.8984459264824
AGAP006411,18.373568237080075,19.81827992556673,18.93088640325055,19.180831283913815
AGAP006412,42.69395984572603,44.309171401104884,42.93473014476029,51.350155953900185
AGAP029068,,,,
AGAP006414,967.4729193850086,835.816100709478,737.9042766033908,891.424154325626
AGAP006416,1667.360178945214,1907.7193464832676,2083.2685197145483,1530.9380611757697
AGAP006418,33.74589539963243,32.3632971522176,29.33911554160954,35.50277539014145
AGAP006419,45.45304301906816,53.009048474554895,45.05108356726912,44.94742321746879
AGAP006420,995.8298295607843,1115.2335555781738,921.6658755137755,761.1428291736986
AGAP006421,2928.4568671429597,3050.753500114279,2716.2174772514436,2732.6155937113263
AGAP006422,181.5156336054742,189.23804913571354,195.50523126694927,228.08746050530084
AGAP006423,48.86669950452353,48.06861258040375,47.8555151894474,52.13233195097841
AGAP006424,,,,
AGAP006425,19.78300957722041,18.50055514322717,19.84173952212709,23.21647104636276
AGAP006469,,,,
AGAP000048,49.346301781071574,54.53699448863018,45.63946740762811,61.53335499878964
AGAP004031,578.362436937838,595.3642334733137,558.0415734731251,621.3834479168605
AGAP009022,22.02904341544756,21.602553453126774,18.752876302741996,23.78323712721123
AGAP006430,35.49256212932527,37.2857743351125,36.57104567246904,32.577784737209335
AGAP006445,243.30970338042917,231.31955056935877,264.10724154229115,238.5001792012693
AGAP006432,135.50949359701607,134.42149648707175,109.58070482494671,231.25915878299256
AGAP006433,5260.375203285998,5796.63564231092,2028.0819583231832,6638.154902449494
AGAP006434,408.9249952374535,445.19080986184713,205.2725239293803,520.3805947423537
AGAP006435,40.570664463968534,46.542925549865714,44.03178354681386,47.18685862854072
AGAP006437,97.21790426204251,98.69853509936594,110.31230990152449,97.46213220593627
AGAP006438,201.9011104157108,202.73997932679725,250.026433757241,177.23176499440942
AGAP006441,275.0391865832229,272.8523770333174,267.12642762681526,234.70424446169977
AGAP006442,2976.2911770262685,3008.370083559323,2255.138399321726,3555.4914459470674
AGAP006443,21.641220394627695,21.306720063811934,19.678157870316383,20.954526808008282
AGAP006444,34.784010768558886,41.41668013520931,33.825279823536555,43.25799697623129
AGAP009083,61.26877685025637,57.934732789952584,55.23191051079862,59.313555155495465
AGAP010934,135.63022964546445,153.34067155252023,118.88036621156223,128.35865292023868
AGAP006447,,,,
AGAP006449,,,,
AGAP006450,29.32715174207486,29.481948274244672,29.521621362779957,32.58516492843221
AGAP006452,62.90030105187506,62.923993637538686,55.21385306032443,56.96866667940858
AGAP006453,,,,
AGAP006455,33.736538804307685,32.19585837224754,34.3752889644569,32.48631021486247
AGAP006456,2198.3418460081602,2296.997195607867,1989.0994999344957,2069.835085547712
AGAP006457,45.165207475584516,46.13404953111351,42.888134217769306,47.62520442210939
AGAP006458,82.00358027298185,76.31756753310383,92.11303386683007,84.80867916494059
AGAP006459,630.0416061511934,557.278849740721,538.0803816395983,576.7361985413713
AGAP005449,18.094727132510283,16.565425845744027,16.149843931612942,17.72110528405318
AGAP012047,29.970679912979083,32.95571182237958,28.758700917622495,32.77347463458225
AGAP006462,162.49371062631664,148.71708745428296,172.84779042413,172.0359902774628
AGAP009073,35.866808797882946,31.14146875239304,32.82982175715492,35.29515740160189
AGAP007413,83.06895566484427,74.19071777059227,91.6529897121176,89.55197798072675
AGAP006465,,,,
AGAP006466,,,,
AGAP006467,166.66759399147344,191.66016160495877,207.26556823542865,174.42424153176512
AGAP006468,14.89209641940774,15.63618510818034,15.02902974921486,15.85933115965349
AGAP002747,,,,
AGAP028184,,,,
AGAP006471,48.68245404778284,48.547214358642464,49.69859859431052,51.343033782664286
AGAP006472,45.47581243354496,34.64903606304595,39.18510310576796,40.09656186514416
AGAP006473,73.44781247720694,69.57465357412697,60.542793170134566,71.5510793947436
AGAP002809,113.86910425348269,118.77370312456272,131.7170512897912,130.78470733133972
AGAP008357,17.477112875589363,18.715261235358724,17.437344820920945,19.476579665530465
AGAP011724,39.56944554479149,37.59172870449393,40.35847972312025,45.36234676044755
AGAP006490,44.435782201762414,42.33150804618271,42.34980333970659,44.362437972476535
AGAP010422,37.057662122171685,36.62829606889246,34.747004235675576,40.90881714454086
AGAP000009,26.67599226942508,30.980341411913287,27.75059270177823,29.223986758308634
AGAP006480,233.26482090186008,248.4600483391669,272.75337422927856,245.64538808981828
AGAP006481,,,,
AGAP006482,17.750833258570665,14.258266089896397,16.041013837790576,17.133327055896142
AGAP006611,77.98257864946409,79.0085368834459,81.93056836814429,83.68110585665129
AGAP006485,18.567787657284214,20.069183516789963,17.340216485305536,21.043801403463743
AGAP006486,36.39781769004508,37.890649478852666,37.58556239458772,45.477990648125115
AGAP006487,44.060074581156435,44.65985447482355,41.967187972033294,45.60963463072184
AGAP006488,21.62907473796547,24.2223444281564,23.488346012062443,26.407091436719426
AGAP006489,25.449757122114416,28.306471845509304,23.575014873733064,26.318279226216493
AGAP005946,38.28108835484109,40.60925482190541,42.13323153881583,40.75155862363274
AGAP000303,33.261583333647984,34.633027755242715,31.847830937931526,37.715001730294524
AGAP029664,18.681585743659095,20.008136930730736,18.037656113620052,19.05300550992739
AGAP006494,5139.100213762348,5602.156805635456,5293.3554530023775,4437.199456975362
AGAP006495,,,,
AGAP006496,27.019333307502055,24.73548012653212,22.14649582000335,28.61613094502011
AGAP007035,,,,
AGAP007200,,,,
AGAP006498,,,,
AGAP006499,32.858851586216986,35.397690045160914,30.465616926357335,33.780839232731026
AGAP029199,19.859190543493195,19.973841293532363,19.743464185986173,21.26786346992346
AGAP006501,24.780097400064292,28.42207685934142,27.043874721487676,28.79367623984439
AGAP006502,26.154183581198158,24.29352544343984,22.845266227652882,26.37538120102077
AGAP006503,16.831829806200577,17.818904004863217,15.360003471408186,17.117855509328486
AGAP006504,2601.2092250444007,2476.4462448232384,2604.2563285975966,2554.1603768481223
AGAP006505,,,,
AGAP006506,2817.8910158033236,2653.4127219867532,2857.425600932191,2863.9685406033354
AGAP006507,459.3054327819935,445.47309639778626,419.98254421363146,502.37156689212014
AGAP006508,72.38894171808532,66.57667917686095,56.6169293931105,66.76028701417268
AGAP006509,244.7779704757249,224.6772189087568,256.92023358637925,239.04966902737695
AGAP005816,21.628174014427834,23.286414997823258,21.226530878237043,23.079607914412776
AGAP006526,75.37635438963582,82.28229022913534,79.62778440788784,80.18237652278688
AGAP000620,60.94115309278031,62.7075213949792,58.8188523460689,70.20928369591545
AGAP003146,36.643995296376715,33.96224525579695,40.40158397679983,38.982372316541124
AGAP006515,24.02917118955906,23.72791439695071,22.401444924227402,23.37476711089993
AGAP029579,34.16370503942431,33.90599311607818,31.27197312973001,33.68991809608091
AGAP009506,153.84300693458164,165.71802563105982,189.9637166811697,167.50766450279198
AGAP006518,307.6743191248619,316.98109077126804,319.6989048825344,295.13132169503393
AGAP006520,40.87225662420133,44.045213457625756,35.171541067433026,49.892807400225465
AGAP006521,61.640422013224935,63.7610426489454,62.63569863076098,59.445677691783715
AGAP006522,401.27156474426874,409.05561177210257,578.4921214446149,476.30223724734316
AGAP006523,54.849251084819436,62.6187733744086,55.00420389808344,57.65125220753538
AGAP006524,154.7692332726202,158.4345742010861,137.32781044340945,166.78241587129378
AGAP006525,82.35674071308931,91.88069675672335,77.01637638923995,85.08679819190914
AGAP011071,,,,
AGAP006527,,,,
AGAP006528,19.168625059911296,20.14262806544229,18.665599065043725,23.183557311643604
AGAP006529,243.1276240823179,239.64638728622882,298.57026633883487,239.61980132570685
AGAP006530,35.381784135112305,36.492039254543364,38.26985659951609,39.686688273870615
AGAP013470,,,,
AGAP006532,21.64226831348247,20.837833688367525,21.476098874742892,24.466118553913212
AGAP006533,185.85515782622232,182.9953862549727,185.72231488734633,185.86611290996257
AGAP029527,46.38806378662901,48.81577576770759,41.89869228365876,48.94493994956052
AGAP008452,,,,
AGAP006536,34.4078308985364,37.714133301487806,34.98860565038685,37.91806090754098
AGAP006537,,,,
AGAP006539,37.1629993941576,37.52213588273858,37.61457647035055,44.123540646869756
AGAP006540,24.78370548347444,23.571963218146273,22.96051911180038,24.42561986897316
AGAP000161,51.58876022079801,56.73026841832412,54.29584362161406,57.688427415246366
AGAP009755,,,,
AGAP006542,168.01775473670045,168.33872671855892,167.59091624011776,164.21474344255316
