gene_id,"(MEAN) Desiccation stress (Wang et al., 2011) No desiccation stress","(MEAN) Desiccation stress (Wang et al., 2011) Exposed to 70% RH 18hr","(MEAN) Desiccation stress (Wang et al., 2011) Exposed to 70% RH 36hr","(MEAN) Desiccation stress (Wang et al., 2011) Exposed to 30% RH 18hr","(MEAN) Desiccation stress (Wang et al., 2011) Exposed to 30% RH 36hr"
AGAP005282,630.3228976343756,604.6892314931193,578.8406605349949,479.53507864893936,371.8388054731393
AGAP005283,18.719111732044897,19.578998821052895,20.53865643910208,18.548876940163296,20.153333960107013
AGAP005063,392.83099366925615,339.1577153041895,285.101129171555,547.0637232342029,430.1760601683247
AGAP005287,113.85956083164776,115.06066091053945,116.06533488034681,113.55952890288305,114.48294136325066
AGAP012105,413.87248169370406,508.2897884198006,479.3631423646135,428.0838987053994,445.1640549980866
AGAP005289,743.9902919268451,595.5257012688038,792.3601485321085,646.9094542817661,540.3149334126465
AGAP012425,1155.8251162463337,902.3917231547798,999.0289312921766,748.6577141994054,535.9160788477009
AGAP011053,3224.3103519193664,3124.153945518805,4048.088372376332,4485.101565107115,6099.604898968595
AGAP005819,49.38770132045315,49.899119518951046,48.68557571385598,41.74589532160159,44.313570026958736
AGAP005293,4056.7958546697346,4098.41385864803,4812.598021432555,6691.66798129887,8626.343560822252
AGAP005294,139.64522102952702,135.06054134756118,133.38036259958014,125.46815745110699,158.3057550541453
AGAP005295,241.6717325440357,229.45104466986965,236.2216786022417,193.4400326524975,197.03072116581754
AGAP005296,139.94633926791923,225.08210802106854,165.2799163584149,166.54145187161126,144.60897769096783
AGAP005297,260.1711993496983,384.9660800190442,331.6649165563741,321.6410102014546,314.29524578030714
AGAP001007,358.7238507898674,386.31327741992106,382.8160525198601,325.3406571410581,330.54121418323973
AGAP010049,66.35416053013844,59.9166473248977,61.21904927358556,60.55141496132702,58.782370206479385
AGAP005299,185.70384417969234,221.34991880423786,217.67585547843692,230.11401711114968,273.7923585854935
AGAP005300,93.04945872877383,91.56102344904878,94.89422010784416,96.46954634862644,100.13513856639106
AGAP005301,55.86856935184308,58.43182740828781,67.20165760325224,60.81762064057223,60.285117544978974
AGAP007720,36.94789097401886,37.6239650751673,34.28332119222647,37.07275807062963,36.10224467326153
AGAP029075,,,,,
AGAP009460,45.54821222491634,43.30900020986178,41.423998672370935,46.42121595673221,53.24853774481042
AGAP001538,136.2249777452941,173.74920132827262,170.54250197680255,178.6032968150551,152.02661148743726
AGAP005307,414.9108740901946,498.4845702862645,390.43877397814396,365.64180891545436,325.5375163145674
AGAP029770,2105.1028410906883,2543.9423116199937,3259.760170522179,1153.9980173533913,1024.4947102526146
AGAP005309,59.37659989590266,51.42507051896259,54.793959280793686,56.232506044378674,55.850954436102235
AGAP005310,138.057697846616,100.19107166242965,84.13285581505875,114.22720651662682,85.58602020447196
AGAP005311,74.86035626420916,71.2402192305302,79.16138265441424,70.45840973119614,79.34551180953201
AGAP005312,86.83275344783235,75.2477995992476,70.78429950661061,69.83265576759189,73.30009906253765
AGAP005313,,,,,
AGAP005314,1863.8239895481506,2180.321064136622,1741.1503003632322,1505.8370960755663,1184.3393813667087
AGAP005315,,,,,
AGAP005316,1648.075557105089,1703.6274316606464,1758.5308632582548,1771.8112287596603,1959.9636463998575
AGAP005317,166.70170998677514,164.89770320951985,144.49666907501296,210.05196473410774,274.4583388379313
AGAP005318,60.02201802152926,59.4968955986166,63.18498787488109,60.77695416727244,67.42196056559544
AGAP029301,83.81505526850589,87.54498170097337,82.29412352726041,91.95588893967495,94.94871286072204
AGAP005320,436.00168701901634,619.1005668536355,553.7985983269032,507.16535584404517,480.55017709920764
AGAP009088,21.8107122614354,19.974603257281895,25.06265752189914,22.43042103530248,23.72857318815614
AGAP000776,227.2269359810865,219.04446748045095,229.03550809736112,238.52304709946958,240.6450779298252
AGAP005323,513.2640639710205,718.8042969725713,614.1501463314128,384.7086993002023,257.2843883815087
AGAP005324,547.5160972213534,584.4247328294879,594.3366949799251,635.9230084626345,599.6484937705702
AGAP005325,277.3321850483627,359.01554988457536,244.56598363256884,329.59059819818367,285.6955769764735
AGAP005327,3529.198887636991,5142.930206467334,4793.454523834134,3493.603533344904,2264.7980706389267
AGAP001015,88.12625843573586,93.46699134939603,95.1772543846536,96.73040639415336,94.1100335429922
AGAP005329,61.41332778679001,51.8321349138108,62.694529238974,54.19977825318496,58.6377047015528
AGAP005330,65.71063337495562,67.17255589760657,64.39603369758966,62.00563659914802,64.0873092736853
AGAP005331,398.8423792134224,533.5547793560075,496.62569945409774,402.70377384398137,434.82166100766716
AGAP008819,107.21198786861113,104.96193903501532,98.92512938503957,103.80251007000177,110.15796026434109
AGAP029786,59.11295519577223,63.56397570767628,60.28292245866577,58.846921687043995,63.316954436942
AGAP005334,5873.683485177295,4927.533485742674,4821.278888532623,3062.7242807440143,1140.3729197395762
AGAP005335,7998.42568684028,7074.194205149122,7258.598086101249,6190.4355346053935,2766.8589610818426
AGAP005336,363.66214432595035,405.5272476136275,369.4748615669093,386.06029142435045,356.2295218993306
AGAP005337,24.775248210621648,30.658017158749015,29.91972543577846,31.702340048529475,30.183469964761635
AGAP005338,,,,,
AGAP005339,24.734580836119456,27.361302757776087,24.043791057887443,25.858199947446906,26.299983585829402
AGAP005340,1271.3980539817253,1315.1620506074808,1848.001099791399,1698.7406323714536,1441.4748995327498
AGAP005341,325.1420272686344,349.17102291438516,328.7090864680987,374.14437055521915,346.4475726617865
AGAP005342,115.63565936221595,127.73786371474621,156.89819652085856,195.60304974224405,163.37082911315457
AGAP005343,122.11824794962308,161.81539925786714,173.45017668489356,157.7605273343092,144.6534187288959
AGAP005344,2478.3252487699715,2520.4221531609105,2599.7371867193096,2495.0017117203174,2387.5250091255893
AGAP005345,50.18380699119328,54.789499780007084,51.26083705680811,52.71676909286197,54.14551699453467
AGAP005346,69.10927972591628,59.586250716519224,58.535909688077595,67.56854913102929,83.08982699333986
AGAP005952,207.50157114975966,130.25620369853326,119.34787722499829,122.33634519384485,92.59435805619206
AGAP029523,139.29105387755553,146.17130780646505,192.39800787161045,156.22753838786988,170.57964746195498
AGAP012106,,,,,
AGAP005349,49.172513034214944,46.10959417239383,48.61939223472423,50.6566592166015,51.915493636927714
AGAP027986,,,,,
AGAP001700,309.5330956186149,368.14239583331965,339.3052682227613,329.22722564306633,338.4299547115946
AGAP002751,118.19149938930906,86.90606938331486,108.14851392090574,126.22357124118814,108.68607514826276
AGAP003004,167.18365853384603,187.48612045156827,164.28534456238927,161.68224142052537,166.1539142291758
AGAP010302,,,,,
AGAP010380,235.51375653950612,278.2354829302504,229.26779911461503,171.77901411943267,135.87787020508944
AGAP029743,146.46148738034927,230.1702205075878,181.89663640596945,153.6527753937134,133.62010440551052
AGAP005356,,,,,
AGAP011316,116.21057043079408,126.1367625423176,122.77666098917868,120.31789936061526,114.68901545066346
AGAP011958,161.34135353301227,160.7784391813809,164.67896953155622,176.2622747744255,216.64963022320518
AGAP005360,389.79181650829554,336.0436727922006,396.341365593364,325.3192590741287,383.7553850427205
AGAP005361,,,,,
AGAP005176,146.87448227138924,228.27198208454917,135.6709061502526,155.40618086540442,153.37150614986678
AGAP009079,223.46654056786664,349.2635630309085,302.1916610929397,303.4216311898302,300.4615360153314
AGAP005364,653.6446078217156,611.5885186429498,582.3661418542323,576.931025591335,586.936357202173
AGAP005365,1101.2871641770116,1374.3416923987947,1153.158254078664,1087.1084156806855,915.1196380151433
AGAP005366,67.75151373218856,68.66324990039799,65.64684161137846,66.73364638430137,66.7811163788589
AGAP005368,120.73811655476904,120.47270351075694,117.72791494451121,126.37283683206059,134.49574265213218
AGAP005369,249.5295142819013,310.50244553203163,272.2102286953194,316.5303154357948,321.0426623345093
AGAP005370,79.96268927715109,77.85956304184003,70.85179845950461,86.21518033206969,77.42906528002769
AGAP005371,,,,,
AGAP005372,905.5372427273336,1180.3304717367478,1061.9700985409422,492.86038640462124,150.50315183746346
AGAP005373,,,,,
AGAP004224,104.04868292799131,101.61186576537521,125.17129709393534,104.02903951296804,106.77400709400413
AGAP005375,1796.4090874049064,1929.4179391455493,1932.8314106236696,1693.9785249609354,1603.7868622588155
AGAP005376,1220.241731028641,1332.9608197496534,1404.7901997526947,1370.4984868829108,1337.8694976896672
AGAP005377,965.732552581178,817.4248289048272,1193.0592029059442,934.7148174387248,1176.9739710652943
AGAP005378,4804.930838964068,3306.12344943297,3608.1033545038995,4590.3074484485805,5533.077822389515
AGAP005379,84.37741561496162,85.06182882178085,82.91120039092833,72.81645055131914,75.91729301779712
AGAP005380,782.6277086434873,736.8998863854019,669.091525310373,666.6635452284672,644.371964481973
AGAP005381,159.6309122735014,149.11316007849265,165.13161313879024,149.89529368807206,151.26243874510072
AGAP005382,714.8813434924007,681.6713948928049,720.7411431495688,565.9693539323315,528.3170322442904
AGAP011961,90.35906617399016,120.77453634244598,98.29508691468985,108.68809581439389,96.53431041964582
AGAP005384,51.05215263137749,59.129247178163716,61.83481406884765,55.22042161434812,58.69625757058939
AGAP005385,38.33200147054313,37.447109062072975,44.23564505826085,43.380878800529764,44.41104664784768
AGAP005386,107.64368873493663,93.43589543208644,97.45538647207685,96.80451997807641,105.89788134556882
AGAP005387,208.90344258539304,296.94098263961837,340.4891297174158,178.35279469089429,155.9993898330803
AGAP005388,350.9617307890262,522.2610840523738,459.6565743423384,248.2827107098689,198.7048583768566
AGAP005389,65.30221424974218,56.562734611166704,52.742170478781446,55.24195787064912,56.15827202996336
AGAP009111,25.723139291131837,23.139928667446235,26.856791080859114,28.463820822844852,28.403301280123333
AGAP005732,121.47431602552933,117.24031913334456,114.2018762458172,123.0473634406598,118.18365746456392
AGAP010394,50.74961547275737,42.98223853978793,49.06947112889506,50.06680232637175,46.472863840068605
AGAP009827,176.57685654718378,200.68549622658355,173.51110843715088,188.35296908080576,174.45647109130843
AGAP005393,318.71318683924227,304.09801352844687,322.62623954366154,330.21795612741863,352.01094359975315
AGAP008964,,,,,
AGAP005396,60.378534238181125,60.05739529181245,61.47924355489288,59.78032155085519,63.653812597106445
AGAP005397,,,,,
AGAP005398,,,,,
AGAP005399,211.75044687828608,157.89275810831492,184.3771751345516,256.396473871192,301.30031834149304
AGAP005400,1454.5678108312943,972.931824858807,970.0094371392349,1106.0683998411969,1197.1043580985481
AGAP005401,101.63132150359661,134.55270309035376,109.58354954937623,122.66373846078179,125.37522068144618
AGAP005402,926.3076595990491,1325.0214045593825,1034.915605930191,1199.9698314288837,1139.93301849826
AGAP005404,408.53123549813444,423.2467406519802,410.4122941002732,391.5282233902606,384.57385550244874
AGAP005405,106.36114956492791,119.42746108250608,98.28107194156509,113.6000754645338,113.77432232742765
AGAP002705,160.99727325662806,254.42033077021225,199.06592576742773,221.65774396518142,243.48459563183738
AGAP011599,,,,,
AGAP005408,87.01260749321155,86.41695190289316,98.66455459109356,97.10289854699305,87.5300644111919
AGAP005409,377.4888176774763,371.705217052408,418.8587483610461,317.9007319532651,272.49011318272284
AGAP005410,665.2383403086644,730.2744814441119,794.2573178647564,795.376952059199,865.3901664012312
AGAP005412,15.23563257445217,13.177250746491225,14.523226057607367,15.478004113110304,15.883092543334136
AGAP005413,359.5422280046155,367.4374621639563,349.5718608375561,325.4354056703297,337.2138695311762
AGAP005414,,,,,
AGAP005415,43.53737483134258,55.198797986932696,51.446729182012504,43.73935446013313,43.688241537294466
AGAP005416,45.954764151109856,52.70288411432594,55.361172685224794,53.616590218233355,57.27405699698258
AGAP005417,,,,,
AGAP005418,786.604785464226,857.7837164965862,763.9926713738508,806.2229374776075,826.4708112260064
AGAP004828,47.12122124501398,43.27262110267036,48.57021602783712,47.614205344869895,47.75036791513301
AGAP029715,18.105925598044266,20.05614681463412,26.137014887388197,21.51349536685116,20.750152985460325
AGAP005420,116.49102079087565,122.24529387290406,135.35342894744238,120.87754928773265,130.85573378602277
AGAP005421,721.8424323413088,841.6343850224478,876.076228632469,733.1577605527806,734.4073081603107
AGAP005422,1462.50391364504,1818.5844036707708,2142.71628283,1650.9150831203656,1924.1869102173123
AGAP005423,1108.0442718465665,1114.5726021193177,922.2490662440246,1024.953355200169,966.4265666178313
AGAP005424,45.02751357612931,48.028620389770175,56.04854264718894,60.66248074717917,60.691256031308356
AGAP000042,271.7097487270703,299.2056043425752,280.6740167364875,297.8863556811213,296.90227793756407
AGAP005427,9786.14565247545,10378.966053707658,10400.569448249955,10843.74227894098,10504.839942242548
AGAP001356,237.96264861327424,229.88443974239905,247.9928831829802,189.83947938713715,181.34565451516278
AGAP005429,268.17251169411753,322.54467480427354,295.5170439427234,266.3057852691948,257.74192647467
AGAP005430,607.5871411352567,663.7436727407893,699.759357948488,554.9281939933502,613.8433388523667
AGAP005431,301.6684443828472,297.3143131167291,286.2957432990097,288.2276345624973,290.06454250091815
AGAP005432,180.0220611494584,169.348918821208,223.53701381531252,213.7280552253949,388.06197753611707
AGAP005434,288.940032256286,320.111348811755,367.45880667722895,250.3579744628175,203.07985572296235
AGAP005435,390.9255205369555,355.5830275904041,330.1585330249722,249.24658953524556,241.81896395548756
AGAP005437,314.4795835151582,269.28918326605293,355.1642328969532,232.96427342161988,250.59259526223374
AGAP012477,,,,,
AGAP008298,784.8279626195917,946.5335906012509,969.0535412034644,841.2642148870735,834.512653649799
AGAP011815,105.41179548069947,116.47771898424219,112.21446599242266,114.22145854350673,109.76542946530999
AGAP001145,678.6081812720703,878.4992747598089,699.9326105658204,710.3677918492589,713.854768931178
AGAP002404,143.18533653434565,217.83320407423653,193.45745583771713,194.79935550007625,199.60353154667345
AGAP008252,99.99801541630063,93.33249709135792,95.6529490843443,94.21452171189668,93.04542233795497
AGAP005448,66.8103070890745,66.48301105549098,69.8731515130068,67.71623974116778,71.56059084309543
AGAP009685,1691.309659976338,1402.3443735722258,1475.1796972380646,1578.3482780801678,1648.0377911517173
AGAP005451,141.62037102982507,145.4326676307664,133.2890944967517,149.1895277503461,157.2344215693298
AGAP005453,,,,,
AGAP005454,,,,,
AGAP005455,117.70424958173348,94.62995787607483,89.79900490992551,97.01174542380596,91.19123443973125
AGAP005456,3926.321132936398,1411.5480455491022,1227.7703076879907,985.8821381358008,518.6251395257394
AGAP005457,29.04620010570918,27.15681465123765,22.973558598258823,25.965832845114043,28.62532260020958
AGAP005458,53.107357797585045,57.28299270783028,51.85091011120172,57.64555351925669,58.83543112046762
AGAP005459,4752.349057919351,2177.149692800395,1817.7965562417287,1821.9279473700694,1262.3298376390715
AGAP005460,171.08535103888707,174.23915712752165,174.82648954874168,153.33439135622064,153.72095253448262
AGAP005461,588.6025327635733,814.1664239256958,597.6728682741982,617.4602261865616,563.8979054617232
AGAP005462,1396.8873345040322,1594.9271792728114,1583.498526992476,1576.844750392368,1537.8863536764409
AGAP005463,20.15816768256176,20.47341681254069,19.89249703711172,23.251391112445624,21.78057252228067
AGAP009217,9237.585070453255,2553.083681720494,2823.463292887664,9595.384214156917,4050.263152331117
AGAP010877,276.5415489397633,288.5634944728,295.4304688315795,362.7407413579331,351.5209250015969
AGAP002351,263.30297902765676,342.3350101057185,340.6366425564941,348.1728220195285,395.7923185706362
AGAP005467,162.09172736021156,164.13396442284787,163.70590004539469,165.07095517463642,169.72176468020334
AGAP005468,54.983910537335014,53.166339933345355,56.20975922435783,58.53651915331585,64.36093166416369
AGAP005469,58.66924254657376,70.91185547290887,70.45156926904247,67.67365564053652,71.00621575830093
AGAP005305,223.7641350135343,220.11025589308244,205.55847471722802,217.42101067348057,210.46404168267765
AGAP008970,162.50889706569257,172.3425308620626,155.8435869220501,183.91750708172975,167.48522498724537
AGAP005474,523.7139457609513,523.8726999398352,479.1396381120564,388.5158825329101,415.6089781430839
AGAP005475,147.79335898597893,146.6931341270149,145.20953832558877,128.8197503593848,137.86475451453782
AGAP005477,323.517541560976,441.58888805019257,359.65198912350223,344.9480146833421,314.2379090872859
AGAP005479,188.7355505752789,183.31073552184563,191.31949312603825,189.8843868169582,178.35774642483946
AGAP005480,,,,,
AGAP007718,376.00228419390436,438.86776214713393,425.617862062024,404.0150187159412,297.21848470853575
AGAP000812,877.4693909076744,984.625476116363,1095.8417355080444,1419.8718201112345,1587.8366980534277
AGAP000232,88.83699826369286,89.2962397585689,91.25836668646149,91.33684188403063,92.8925916771522
AGAP005485,153.91740267349857,168.24792966758443,158.32386425880009,153.56651583562325,138.22645158450354
AGAP005486,904.1666043091955,1120.457770444497,1034.72390503761,835.0029330423482,700.923526052379
AGAP028712,33.227136351431874,32.89878798717892,30.25134602486412,28.79886337862329,29.905454860909657
AGAP001410,75.337891934544,72.45250777167135,74.3895200735844,72.75319640627072,77.8419029468754
AGAP011141,309.39156143286493,226.85533169856117,260.6565459465836,266.72166902856316,314.7523569398412
AGAP005491,,,,,
AGAP005492,43.21589210663652,46.25163654415864,46.51365777765873,47.72852880488095,44.504829672510105
AGAP005493,,,,,
AGAP007686,131.72222842719432,92.12558568471069,116.18519398908965,95.42877691700883,98.51148585850194
AGAP005495,59.779849797465815,66.13766088536435,61.56196863745883,67.58224599497328,67.74628981229307
AGAP002246,125.35613604407573,137.9144806802534,134.51749136624844,133.37862672795043,144.7286443816243
AGAP012130,224.10288836283084,210.72297811354204,265.80557080689056,235.94940055625625,268.2575419310451
AGAP005497,66.69214861964474,74.86853414451748,75.78472005204775,65.28015415342193,67.48898016379819
AGAP005499,850.9717194218856,412.1148166096411,439.6495000636629,189.58224852072925,141.1145938808887
AGAP005500,,,,,
AGAP005501,1368.6140521562625,888.5026666656388,970.5977671662689,704.4995335012619,550.1889253567124
AGAP005502,,,,,
AGAP005503,67.68961663612642,65.43633726578805,63.89262676175074,58.907213483562685,63.00713813632061
AGAP005504,258.98571222562254,239.2974387051754,255.0159573892146,216.58845701763724,213.96805751949435
AGAP009943,492.29825650795726,719.4446768203175,626.1681623553308,548.904476957774,548.0840155574776
AGAP005506,239.9963569111945,289.4436718840475,243.5174522643311,265.93179150558984,264.9705590276443
AGAP005507,1056.1378894213342,823.3688175348572,1146.9296761013534,884.3654650458541,845.5502110072907
AGAP005508,76.2034769912734,88.66897769350109,80.2211071419845,80.36553578890447,91.07985344825791
AGAP005509,130.4845328487603,98.65874196596005,104.6252667634358,115.04783925976794,108.65243275828101
AGAP005601,101.4786559208336,92.01087889414629,105.98784929703523,96.96368514751862,99.22693678638291
AGAP006129,169.37151939616734,256.87004564449387,221.44276946780184,231.49143505258812,196.62505854808248
AGAP010295,52.729101193080325,40.45258546130507,44.470562312662345,43.501477834702136,37.611146354356706
AGAP010643,64.16690956189555,92.63047201461826,80.08096777093601,89.25987851912954,76.3459670477462
AGAP010391,29.35139950397897,34.600056509751774,26.462409349773306,30.519937084269962,27.804116464003325
AGAP029604,129.24727424689365,124.80721107495827,126.51283897743676,134.41356622609916,143.63497352791768
AGAP005514,19.66004988180074,20.139451027863164,20.179869602348926,18.38140382167332,21.331102583995087
AGAP009560,106.89927741663445,98.25149455389415,102.68144909350724,101.81508748324254,111.19574793375027
AGAP005516,56.60175990444337,53.13249516648415,56.628448364409905,59.11859217276149,60.38786032884967
AGAP005518,132.7057825359148,136.3536971138432,139.3648094709678,139.01049776763566,149.20339675035703
AGAP005519,51.06994481515316,51.37937761072528,52.286259391690386,49.47575953181823,55.87741355742933
AGAP005520,334.4119402850469,285.23798552825446,361.3780320270105,324.4883015713529,487.8137419834165
AGAP009028,36.65911358718663,40.60414467058413,39.22747272470655,40.204637918090505,40.119360679212434
AGAP005522,512.4881940190763,558.217990596184,494.67164529734254,487.68805145580393,495.7068521234
AGAP005523,648.7955917710533,691.2038408497938,609.7049421404187,549.6035364308718,442.7616685293412
AGAP005524,522.0312090311246,817.5126400922305,699.9363118331386,663.2332636402,599.4973781808014
AGAP008496,307.82251989634267,414.7649186255789,372.62223327468536,416.6969909871514,491.42356738397234
AGAP009750,83.3216788241834,79.91856480397881,93.66211902306591,81.064519697424,93.86843471469396
AGAP005527,39.52250877933684,41.587556326676605,41.88110096394289,39.37069003038421,42.54378811447264
AGAP005529,59.405416427571026,61.494797945010156,58.690804753156364,71.59031978814572,79.03939199380322
AGAP005530,45.36373614396635,39.42653145582882,50.610415377893176,47.83707863180685,50.3602460961346
AGAP005531,169.64998461613538,176.81506067773066,175.09815220549223,206.46127914112617,223.40586071257644
AGAP005532,131.88073167521776,157.48792625238204,156.39953596798057,143.1223249181549,154.4775381848164
AGAP010449,,,,,
AGAP005534,175.22046643829455,271.95935669480264,201.34278627580375,212.42244512552725,211.34067684440734
AGAP005535,1365.2980346118707,1469.4137251060201,1247.5222919994949,1348.7433582618446,1230.2194200050703
AGAP005536,220.1497355431229,185.223703350583,208.46390730381364,198.36517113407425,207.94694111908603
AGAP003876,217.4187470997603,156.77154630802377,176.6803187448115,168.95556487707742,209.70586068298223
AGAP001828,,,,,
AGAP005538,298.40802626863285,426.94240008783015,311.6520723831443,327.90294389446586,280.4753010578386
AGAP005539,1002.8533147033818,1251.679913366203,1268.119528566712,1222.1451381818977,1515.7681791895418
AGAP005540,1842.469446368845,1986.275629671544,1698.0931079859706,1932.2619724753786,2187.398365052994
AGAP007769,84.94626895247767,103.92138887902048,92.33719518867896,86.03675778170921,77.05001865894006
AGAP012139,159.08662391462533,182.21288762153844,151.25548544306528,175.67254280700843,174.04804647048402
AGAP010585,163.4513406377349,234.7648290238806,192.02628810702774,207.01227714060843,216.06525007824246
AGAP005544,175.78247598227858,213.44195652537545,188.3568911643337,193.03450009320403,191.2089857151998
AGAP005545,128.04537628743162,145.04558598447232,138.9277744867666,148.37481902848398,164.57446196401943
AGAP005547,,,,,
AGAP005548,,,,,
AGAP005549,639.4964304282688,690.8590160905137,690.7051598564824,645.6864649397295,648.6014464792459
AGAP005550,114.49632337203126,128.2853354225387,116.51766756666696,131.66494667808675,121.54865213143023
AGAP004218,283.203461720584,278.1260007807834,323.6650294421967,295.4443347986367,288.75725132889977
AGAP029243,232.38409775109554,329.4178713378053,152.5607455637371,215.5042468584812,173.0026231923109
AGAP029238,74.33432511401786,76.652713183026,81.40878239549072,94.80759753756176,113.04229659476847
AGAP005553,106.16135921785461,109.13461342351796,111.83302547677735,118.97008759110246,127.8321117294603
AGAP002429,129.48017200937508,134.6212521001709,149.18486794815755,221.43621896819786,231.14537441100615
AGAP005556,246.79148361674854,289.3009847836574,246.75554490868723,273.6119628830848,264.89010197938205
AGAP005557,105.5399252784158,111.8197566373056,139.8520459024661,131.20043890605464,149.3988345933584
AGAP005558,2177.9046680750557,1702.6605308469582,1704.5496293594895,1836.6043724180859,1839.0779692850956
AGAP005559,446.21183194912294,412.53640245217275,413.80785218447267,401.97444287060404,441.80826147229703
AGAP005560,373.3319933411441,379.2256271120989,451.82875922383175,410.0745997870154,501.66011587166776
AGAP005561,405.098096278095,406.08138792807125,440.2571066294471,372.841827883409,381.59450359517933
AGAP005562,997.7347364248445,1089.6147855974002,1255.0681682033974,884.7401256633776,780.5804521444574
AGAP009477,113.73815983005518,119.10726207089706,123.48056199765682,129.08297623797569,130.29157218266658
AGAP005807,163.79357359046293,152.8137060445579,160.0429124637918,173.7991846766456,178.96743045157876
AGAP003231,100.6419252713328,110.04082425399329,108.30098469027583,112.21291753615695,116.62716140536983
AGAP011884,434.2697331376524,484.88114055590506,421.76921113638457,387.6255992635666,324.6617166040263
AGAP003245,,,,,
AGAP013043,675.2053654064033,529.606618716944,726.1468312023227,602.5407557271191,621.4579820463356
AGAP005569,159.38449799782705,181.8433626970617,170.20210114743804,153.39923724012243,138.47739065657368
AGAP002030,74.56123142086204,74.32342551749792,69.10766369249589,74.47864944601848,76.69656392346846
AGAP004496,147.8896828757886,194.32700697629852,156.01191952971857,174.7958959703066,175.04959855725124
AGAP012067,148.98093268027458,117.17928915212335,141.3699176500028,126.04160338544412,148.92737631804997
AGAP001754,172.8908094691245,162.16262157840828,172.9873233909064,160.8879585229385,176.3356027728431
AGAP005576,441.5750589909818,469.1954243907052,478.94916360186744,492.77027060899826,538.8898703307566
AGAP005577,368.640272982297,371.5531532982323,401.79133719045814,358.30644925088615,346.24991313443854
AGAP010110,169.12721540177296,146.6486561043137,135.88924784325152,157.55399487691088,80.19071618570653
AGAP005580,53.46053832981339,54.631930061287584,55.690913411464834,58.09652848822937,56.9916993986797
AGAP005581,1165.7457623905627,2062.8884861103943,1981.1536656157507,2017.3560678730657,2156.585890205563
AGAP005582,436.90248975607665,557.332718182772,489.84282831026474,442.37773901267065,450.58537017997713
AGAP012208,219.51982419507976,196.33074725719396,222.95404359018255,192.11483084755042,209.57120826210414
AGAP001225,100.31302551847057,102.1304965867122,101.18839262688243,107.86982976445935,106.17105572064084
AGAP013126,63.64355002265477,58.08203277327473,60.66584422009209,57.614001038621595,62.29725132282384
AGAP005585,164.4906381198248,125.87336634285631,144.387378544998,153.90406199059564,169.86939918265853
AGAP005586,55.33124542583472,53.78633123650666,59.5164898952809,57.65994026074909,60.53537969774803
AGAP005587,,,,,
AGAP005588,92.53565667937481,95.82366449147463,91.50555879335344,95.37273719582167,100.10127924515054
AGAP005589,,,,,
AGAP005591,31.66291938749282,26.49494155790969,29.273836981331325,35.471722380646725,35.577335216149066
AGAP005592,,,,,
AGAP005593,,,,,
AGAP005594,27.14143444189301,26.192465372378635,28.47314785014248,24.238609923952627,26.703679214086396
AGAP005595,134.85653458273066,148.48688639976513,142.87659185055387,144.28390913604508,150.70903940761514
AGAP005596,,,,,
AGAP005597,,,,,
AGAP005598,,,,,
AGAP005599,91.5693283825594,85.04030989003176,91.3408004830211,91.06580872838472,95.33605738559582
AGAP003261,965.2459074056231,323.6924703240697,275.40672785841247,268.09538746707386,159.5999929934859
AGAP006595,105.43407832848087,94.61405487064047,96.66421680245837,101.79232464117685,93.2089576765407
AGAP005602,,,,,
AGAP005603,,,,,
AGAP005604,233.50707380256065,310.5571331432428,260.9500687814424,246.76218161092865,287.5043744580169
AGAP028194,293.36693567204156,305.29284267791417,312.06519683400967,250.65492569399333,237.4637253779247
AGAP028174,165.25440026786177,171.68750118101983,160.05789625952565,177.11300063842015,191.3924217879529
AGAP005605,213.10860279994264,211.6193136129166,212.49975990758918,187.1767548401667,193.0494354404387
AGAP009849,203.6721598308081,130.09258665628673,182.26358872938124,184.63661925660958,108.13926232827546
AGAP010469,,,,,
AGAP005608,358.9632537552124,269.6258325653952,281.12049235989446,268.041473326508,250.25412320856347
AGAP010540,83.66109530518425,113.15958345401557,80.38587179757907,95.8073866881119,72.14528887795782
AGAP005911,,,,,
AGAP005610,,,,,
AGAP005611,5746.528953159952,5379.103712780685,5635.098487502135,4912.01748210526,3387.7224575917703
AGAP005612,2598.0707444422337,1816.347679721296,3449.3887596092395,1416.7799644717038,772.6402595302505
AGAP005613,75.92983799997864,78.88915453535067,79.9158639396171,81.91552705867036,88.29684495859819
AGAP005615,1174.3528131741282,1127.1508786534896,1149.4874423588665,1001.7435338396688,870.0009626084026
AGAP005618,1421.6494460049068,1496.6541566844933,1698.417257244798,1317.0551568184433,1408.359646244725
AGAP005620,1269.8127115747834,1204.630519449888,1517.5463966477867,1066.946802148626,623.0324036802182
AGAP028053,480.02063661900104,762.9473501219669,536.4193055277999,498.7766073316431,459.0560280778234
AGAP005621,5853.362570955281,5107.75995429795,5112.542337942675,5165.616768108731,4939.788198882971
AGAP009011,,,,,
AGAP005623,159.14852380763384,199.60340509058625,186.35083948504877,196.36447718994077,190.05459041371708
AGAP005624,458.95771971159905,439.03816118526385,450.27109559022466,410.5395523155762,420.6996565216487
AGAP008017,102.13355574413718,112.64806688783759,104.85154916812611,105.90082439904405,110.71287052912875
AGAP000045,,,,,
AGAP028173,,,,,
AGAP028003,41.184583879806404,40.87034512578672,40.993764837323994,38.720683653775914,44.580059561218704
